stop_id,stop_code,stop_name,stop_lat,stop_lon
158044,158044,MARIA HEAD TER,33.669893,-84.423927
158052,158052,JEFFERSON TER ,33.681895,-84.427211
158102,158102,SYLVAN RD ,33.681651,-84.418652
158118,158118,N CENTRAL AVE ,33.662783,-84.415708
158122,158122,TOFFIE TER,33.659083,-84.429624
158124,158124,TOFFIE TER ,33.65885,-84.42957
158126,158126,N OUTER LOOP RD ,33.657652,-84.42757
158128,158128,INNER LOOP RD,33.657438,-84.426419
158136,158136,VIRGINIA AVE ,33.658989,-84.42131
158138,158138,VIRGINIA AVE,33.658822,-84.420112
158234,158234,S CENTRAL AVE ,33.658419,-84.408776
158303,158303,METROPOLITAN PKWY ,33.677004,-84.408742
158412,158412,ATLANTA AVE,33.656463,-84.412079
158414,158414,DOUG DAVIS DR,33.658505,-84.415987
158416,158416,DOUG DAVIS DR ,33.658298,-84.415899
159002,159002,EMPIRE BLVD SW,33.65673,-84.391184
159008,159008,EMPIRE BLVD SW ,33.666538,-84.392387
159016,159016,HAPEVILLE RD SW,33.674873,-84.393288
159044,159044,RUBY H HARPER BLVD SE ,33.663391,-84.380592
159080,159080,CLEVELAND AVE SE ,33.681046,-84.387697
159124,159124,CLEVELAND AVE SE,33.68074,-84.380775
159246,159246,HUTCHENS RD SE,33.671716,-84.371704
159334,159334,ZIP INDUSTRIAL BLVD,33.653275,-84.389267
159336,159336,ZIP INDUSTRIAL BLVD SE,33.654934,-84.389046
159344,159344,HAMILTON BLVD ,33.663052,-84.385826
159390,159390,BROWNS MILL RD,33.667433,-84.380236
159410,159410,HUTCHENS RD,33.667995,-84.363991
164002,164002,CENTRE PKWY ,33.651716,-84.513334
164008,164008,OLD FAIRBURN RD ,33.663447,-84.527261
165002,165002,STONE RD ,33.666025,-84.467467
165014,165014,MT OLIVE RD ,33.665657,-84.477913
165016,165016,MT OLIVE RD,33.664033,-84.477616
165032,165032,N DESERT DR,33.65734,-84.49491
165034,165034,N DESERT DR ,33.6572,-84.49467
165055,165055,DESERT DR ,33.651455,-84.491228
165080,165080,N COMMERCE DR ,33.652458,-84.503119
165084,165084,REDWINE RD ,33.66109,-84.50135
166058,166058,PRINCETON AVE ,33.654656,-84.451779
166060,166060,PRINCETON DR,33.65513,-84.45374
166064,166064,ATLANTA ST,33.657606,-84.455671
166066,166066,ATLANTA ST ,33.659853,-84.455544
166154,166154,PRINCETON AVE,33.654567,-84.451735
166198,166198,W POINT AVE ,33.639587,-84.457077
166205,166205,ROOSEVELT HWY ,33.64353,-84.45374
166900,166900,COLLEGE PARK STATION - SOUTH LOOP,33.651267,-84.448559
166901,166901,COLLEGE PARK STATION - NORTH LOOP,33.651937,-84.448465
167012,167012,CONLEY RD SE,33.650192,-84.359505
167016,167016,CONLEY RD SE ,33.648628,-84.364136
167034,167034,FORREST PARK RD,33.650337,-84.358284
169032,169032,CLEVEMONT RD ,33.652356,-84.253681
171008,171008,NORGATE LN,33.703147,-84.280734
175002,175002,ROOSEVELT HWY,33.621469,-84.50587
176038,176038,ROOSEVELT,33.622491,-84.494702
176058,176058,SULLIVAN RD ,33.624496,-84.473335
176060,176060,SULLIVAN RD,33.624393,-84.466248
176066,176066,BEST RD ,33.625137,-84.458008
176068,176068,BEST RD,33.62841,-84.457863
176088,176088,OLD NATIONAL HWY ,33.622997,-84.474663
176106,176106,GODBY RD ,33.616298,-84.471772
176112,176112,SCOFIELD RD ,33.61232,-84.463531
176230,176230,BUFFINGTON RD ,33.612578,-84.500261
176232,176232,BUFFINGTON RD,33.61275,-84.49993
182025,182025,CAMP DR ,33.60012,-84.54931
182029,182029,STONEWALL TELL RD ,33.598457,-84.548685
183002,183002,ROYAL SOUTH PKY ,33.58784,-84.512909
183006,183006,FELDWOOD RD ,33.5869,-84.51607
183950,183950,SOUTH FULTON PARK & RIDE,33.586794,-84.51233
183970,183970,BANK OF AMERICA PARKING LOT,33.588848,-84.514669
184006,184006,KIMBERLY MILL RD ,33.581967,-84.487225
184008,184008,HARPER VALLEY DR ,33.586384,-84.480797
184010,184010,CARRIAGE LN,33.591802,-84.479624
184027,184027,OLD NATIONAL ,33.597406,-84.469785
184032,184032,OLD NATIONAL HWY,33.593315,-84.468597
184074,184074,OLD FARM RD ,33.589582,-84.482466
190004,190004,W BROAD ST ,33.572773,-84.569469
190010,190010,NW BROAD ST ,33.567785,-84.579539
190021,190021,BEVERLY ENGRAM PKY ,33.569705,-84.562351
190024,190024,S MAIN ST ,34.066208,-84.306178
190052,190052,BEVERLY ENGRAM PKWY ,33.572129,-84.564846
190060,190060,SMITH ST ,33.565904,-84.58257
191003,191003,JONESBORO RD ,33.56817,-84.53743
191091,191091,GA-138 E ,33.572316,-84.565075
193010,193010,CADIZ CIR ,33.573943,-84.490109
210001,210001,S STONE MNT LITHONIA RD ,33.780879,-84.161423
210003,210003,S STONE MTN LITHONIA RD ,33.771734,-84.163074
210004,210004,MOURY AVE,33.716957,-84.393017
210007,210007,MIDWAY RD ,33.759311,-84.251576
210015,210015,S STONE MOUNTAIN LITHONIA RD,33.76768,-84.163658
210026,210026,PANOLA RS,33.7532,-84.165536
210032,210032,PRINCETON LAKES PKY ,33.65711,-84.510328
210033,210033,NORTHSIDE PKWY ,33.864272,-84.449462
210034,210034,NORTHSIDE PKWY,33.864291,-84.449049
210053,210053,POWERS FERRY RD ,33.910905,-84.425071
210054,210054,POWERS FERRY RD NW ,33.911532,-84.424331
210056,210056,S INDIAN CREEK DR,33.761464,-84.223328
210062,210062,S INDIAN CREEK DR ,33.749575,-84.221115
210064,210064,S HAIRSTON RD,33.766019,-84.195052
210077,210077,WELCOME RD,33.612619,-84.524623
210078,210078,WELCOME ALL RD,33.611877,-84.524437
210105,210105,WELCOME ALL RD ,33.630848,-84.529272
210115,210115,FAIRINGTON PKWY,33.699999,-84.163646
210117,210117,FAIRINGTON PKWY ,33.69749,-84.155894
210124,210124,CHUPP RD,33.706433,-84.117696
210130,210130,E SIDE DR ,33.708745,-84.217605
210131,210131,PLEASANTWOOD DR ,33.708321,-84.214411
210140,210140,MURPHY AVE,33.722754,-84.422037
210143,210143,MURPHY AVE ,33.719504,-84.423696
210144,210144,PEACHTREE IND BLVD ,33.891097,-84.31013
210149,210149,TUCKERSTONE PKWY ,33.857978,-84.198611
210155,210155,PEACHTREE CENTER AVE ,33.757062,-84.386018
210163,210163,PEACHTREE INDUSTRIAL BLVD ,33.900117,-84.300053
210165,210165,MOTORS IND WAY ,33.910521,-84.285769
210166,210166,MOTORS INDUSTRIAL WAY ,33.910709,-84.285638
210168,210168,PRINCETON LAKES PKWY ,33.657945,-84.508734
210207,210207,N DECATUR RD ,33.788193,-84.248841
210208,210208,DONALD L HOLLOWELL PKWY ,33.772341,-84.425285
210300,210300,BOLTON RD,33.81061,-84.4775
210302,210302,PEYTON RD,33.80806,-84.476603
210303,210303,PEYTONRD,33.808058,-84.478126
210320,210320,CHUPP RD ,33.705663,-84.122175
210338,210338,DURHAM PARK RD,33.771608,-84.226109
210346,210346,GRTA - PANOLA PARK & RIDE,33.702106,-84.172974
210353,210353,CEDAR ST,33.78529,-84.258512
210358,210358,I-85 ACCESS RD SOUTH (N.E. EXPY) ,33.851628,-84.301451
210360,210360,NORTHSIDE DR NW ,33.800021,-84.407764
210379,210379,NORTHSIDE DR,33.793899,-84.407801
210382,210382,NORTHLAKE PKWY ,33.843243,-84.244042
210389,210389,CAMP CREEK PKWY ,33.650488,-84.471564
210390,210390,CAMP CREEK PKWY,33.650041,-84.470934
210431,210431,GA STATE STATION - JESSE HILL JR DR,33.749764,-84.385434
210447,210447,HAMMOND DR,33.91898,-84.36752
210502,210502,AMAL DR ,33.707018,-84.397637
210551,210551,IVAN ALLEN JR BLVD NW ,33.764727,-84.395984
210555,210555,PIEDMONT AVE  SE ,33.752543,-84.384156
210561,210561,COVINGTON DR ,33.761378,-84.251835
210562,210562,PEACHTREE RD,33.845026,-84.368814
210565,210565,BUFORD HWY ,33.911576,-84.264265
210566,210566,BUFORD HWY,33.909081,-84.266783
210571,210571,CHAPEL ST SW ,33.742699,-84.40991
210581,210581,MARIA HEAD TER ,33.669981,-84.426077
210591,210591,POLAR ROCK RD,33.695301,-84.395975
210602,210602,BROWNS MILL RD ,33.673224,-84.38314
210606,210606,RUBY H HARPER BLVD SE,33.654175,-84.380661
210616,210616,UNIVERSITY AVE,33.722173,-84.39751
210618,210618,UNIVERSITY AVE ,33.722179,-84.401313
210648,210648,AMAL DR,33.707554,-84.399322
210651,210651,BOND DR,33.705297,-84.401362
210652,210652,ASHWOOD AVE,33.705137,-84.398928
210664,210664,BROOKS DR,33.561238,-84.586806
210678,210678,17TH ST NW ,33.791754,-84.387818
210679,210679,17TH ST NE ,33.7924,-84.386383
210709,210709,GA STATE STATION - PIEDMONT AVE,33.749937,-84.386893
210710,210710,JACKSON ST NE ,33.755895,-84.374276
210743,210743,MCGINNIS FERRY RD ,34.104192,-84.248717
210744,210744,MCGINNIS FERRY RD,34.104237,-84.248608
210745,210745,WINDWARD CONCOURSE,34.101091,-84.241055
210746,210746,WINDWARD CONCOURSE ,34.098711,-84.241112
210748,210748,WINDWARD PLAZA,34.093047,-84.23984
210749,210749,WINDWARD PLZ ,34.092993,-84.239993
210750,210750,WINDWARD PKWY,34.089878,-84.25014
210757,210757,MORRIS RD ,34.090791,-84.26739
210758,210758,MORRIS RD,34.094466,-84.261808
210760,210760,RALPH MCGILL BLVD ,33.76434,-84.384154
210762,210762,COURTLAND ST ,33.756087,-84.384289
210763,210763,FAIRBURN RD NW ,33.779455,-84.507367
210777,210777,SWALLOW CIR SE ,33.69647,-84.387253
210793,210793,W MOUNTAIN ST ,33.806659,-84.176687
210797,210797,HAMILTON BLVD,33.662204,-84.383794
210799,210799,SOUTHSIDE INDUSTRIAL PKWY,33.652302,-84.384808
210802,210802,ROSWELL RD,33.894978,-84.381269
210814,210814,MARTIN L KING JR DR SW ,33.75257,-84.486507
210815,210815,WENDELL DR ,33.769666,-84.53194
210826,210826,DEERFIELD PKWY ,34.096989,-84.264808
210837,210837,MARIETTA ST ,33.76333,-84.397102
210843,210843,BENJAMIN E MAYS HIGH SCHOOL,33.733942,-84.505152
210846,210846,PARKLAKE DR ,33.846496,-84.24984
210847,210847,HENDERSON MILL RD ,33.850779,-84.258456
210848,210848,PLEASANT HILL RD ,33.600214,-84.468194
210860,210860,PIERCE DR NE ,33.893898,-84.305642
210861,210861,PIERCE DR ,33.893764,-84.305773
210863,210863,PERIMETER CTR PL,33.927368,-84.341371
210876,210876,14TH ST ,33.786177,-84.40429
210886,210886,VALLEY VIEW RD SE ,33.691381,-84.35314
210891,210891,HARPER RD ,33.696921,-84.380409
210904,210904,N PEACHTREE RD ,33.907946,-84.296412
210923,210923,HOLLY RD ,33.761338,-84.437643
210936,210936,DEFOORS FERRY RD ,33.820679,-84.447826
210962,210962,E PONCE DE LEON AVE ,33.785867,-84.265733
210967,210967,ALEXANDER DR ,34.059364,-84.244941
210972,210972,MARIETTA BLVD NW ,33.791205,-84.429714
210973,210973,MARIETTA BLVD ,33.794828,-84.431938
210987,210987,BULL RUN DR ,33.702693,-84.287677
210990,210990,HOLCOMB BRIDGE RD,34.022089,-84.326413
210997,210997,WASHINGTON ST ,33.565452,-84.584358
211005,211005,SPRING ST ,33.748856,-84.397991
211007,211007,WINDWARD PLZ,34.093637,-84.239359
211009,211009,CENTRAL AVE ,33.90096,-84.277496
211021,211021,POLLARD BLVD SW,33.734449,-84.390805
211023,211023,ATLANTA IND PKWY,33.792031,-84.495453
211029,211029,HAYNES BRIDGE RD ,34.052307,-84.285621
211032,211032,OTTLEY DR ,33.808758,-84.381138
211034,211034,ARMOUR DR ,33.810861,-84.381187
211038,211038,WEBB RD,34.097471,-84.259927
211039,211039,BROWNTOWN RD NW,33.803814,-84.472548
211081,211081,SURREY TRL ,33.602169,-84.465875
211083,211083,CHAMBLEE TUCKER RD,33.864505,-84.218164
211085,211085,CHAMBLEE TUCKER RD ,33.856781,-84.217946
211086,211086,LAVISTA RD,33.85549,-84.215346
211090,211090,BUFORD HWY NE ,33.870708,-84.297809
211111,211111,INTERSTATE NORTH PKWY ,33.907809,-84.433715
211116,211116,POLLARD BLVDSW,33.73299,-84.390901
211124,211124,BILL KENNEDY WAY SE ,33.741919,-84.358202
211132,211132,LAWRENCEVILLE HWY ,33.826004,-84.256225
211140,211140,MONTREAL RD ,33.828431,-84.258519
211141,211141,CAMERON M ALEXANDER BLVD NW ,33.768237,-84.40872
211145,211145,HOWELL MILL RD NW,33.832503,-84.417973
211149,211149,PERIMETER CTR PL NE,33.93136,-84.339149
211161,211161,RUPERT RD,33.748322,-84.274784
211169,211169,UNIVERSITY AVE SW,33.721049,-84.389837
211171,211171,FULTIN IND BLVD SW,33.7686,-84.522151
211173,211173,WINTERS CHAPEL RD ,33.93736,-84.267885
211181,211181,BROOKSIDE PKWY ,34.060609,-84.246686
211182,211182,HOGAN RD SW,33.675302,-84.504148
211190,211190,MOUNTAIN IND BLVD ,33.833559,-84.195419
211191,211191,LAVISTA RD ,33.831411,-84.275318
211192,211192,CAMERON M ALEXANDER BLVD ,33.768195,-84.404914
211193,211193,FORREST PARK RD ,33.695711,-84.360029
211209,211209,REDWINE RD SW ,33.659967,-84.504135
211213,211213,BRIARWOOD RD NE,33.844274,-84.32629
211221,211221,PRINCETON LAKES PKWY SW ,33.659915,-84.508663
211223,211223,PARKLAKE DR NE ,33.850451,-84.249205
211225,211225,HUTCHENS RD SE ,33.666018,-84.359809
211228,211228,LLOYD RD ,33.711545,-84.285282
211240,211240,MARKET PLACE BLVD ,33.656981,-84.501566
211241,211241,SHELBY LN ,33.656289,-84.503225
211300,211300,INDIAN CREEK STATION - OUTSIDE BUS LOOP,33.769268,-84.229764
211306,211306,WELCOME ALL RD SW ,33.647121,-84.520488
211312,211312,PLANTATION DR,33.679932,-84.463778
211322,211322,OGLETHROPE AVE SW ,33.73591,-84.414967
211328,211328,OLD HAPEVILL RD,33.680653,-84.39344
211331,211331,MT VERNON RD,33.947898,-84.326336
211333,211333,N INDIAN CREEK DR ,33.785678,-84.236717
211336,211336,SW BROAD ST ,33.560818,-84.586588
211355,211355,MACON DR ,33.697829,-84.38985
211364,211364,NORTH AVE ,33.768504,-84.449386
211366,211366,NORTH AVE,33.768528,-84.452615
211374,211374,JOSEPH E BOONE BLVD ,33.763536,-84.441093
211378,211378,JOSEPH E BOONE BLVD NW ,33.763512,-84.437984
211400,211400,E CONFEDERATE AVE SE,33.726899,-84.359619
211402,211402,CONFEDERTAE AVE SE,33.727784,-84.363749
211406,211406,HARPER RD SE,33.69688,-84.371208
211411,211411,ISA DR SE ,33.700602,-84.349678
211413,211413,GRESHAM RD SE,33.706762,-84.308198
211415,211415,GRESHAM RD ,33.705733,-84.30885
211419,211419,GREEN FORREST DR,33.722821,-84.258848
211428,211428,ASHFORD DUNWOODY RD,33.920737,-84.339278
211440,211440,NORMAN BERRY DR ,33.669173,-84.428041
211448,211448,CORNELL BLVD,33.75885,-84.518158
211449,211449,10TH ST NE ,33.781728,-84.3729
211450,211450,WILSON MILL RD,33.755858,-84.514345
211459,211459,TURNER HILL RD ,33.694517,-84.088626
211463,211463,N DRUID HILLS RD ,33.827081,-84.327498
211476,211476,FLOWERS RD S ,33.871906,-84.268074
211482,211482,GOLDSMITH PARK & RIDE,33.811196,-84.182803
211485,211485,HORSE SHOE DR SE ,33.698912,-84.309982
211487,211487,CORRAL SR SE,33.697855,-84.306647
211488,211488,CORRAL DR SE,33.698848,-84.306103
211492,211492,N DRUID HILLS RD NE ,33.827591,-84.329827
211493,211493,EXECUTIVE PARK S ,33.82733,-84.34258
211494,211494,CHANTILLY DR NE ,33.82647,-84.345147
211498,211498,PERRY BLVD NW ,33.794489,-84.449047
211500,211500,AJAX DR NW ,33.79938,-84.460813
211501,211501,NORTH AVE NW,33.76853,-84.45056
211504,211504,ENGLISH AVE NW ,33.771393,-84.413507
211509,211509,DELMAR LN ,33.756409,-84.49794
211517,211517,FLOWERS RD S,33.875459,-84.269879
211518,211518,FLOWERS RDS,33.875763,-84.269356
211524,211524,PONCE DE LEON AVE ,33.77384,-84.352985
211533,211533,CLIFTON CHURCH RD,33.69917,-84.301247
211542,211542,SAN GABRIEL AVE,33.744694,-84.268808
211547,211547,LINE ST,33.747,-84.28022
211549,211549,WENDELL DR SW,33.766713,-84.520928
211550,211550,WENDELL DR SW ,33.766615,-84.520928
211551,211551,WINDWARD PKWY ,34.088853,-84.273593
211555,211555,CLAIRMONT RD NE ,33.845553,-84.315189
211561,211561,HOLLYWOOD RD NW ,33.783575,-84.459589
211573,211573,LUCKIE ST NW ,33.768881,-84.396031
211581,211581,ROOSEVELT HW ,33.547937,-84.606893
211582,211582,LINECREST RD ,33.650269,-84.248725
211584,211584,ORMOND ST ,33.731746,-84.389476
211601,211601,JOHNSON FERRY RD NE ,33.893362,-84.331203
211603,211603,JOHNSON FERRY RD ,33.904055,-84.348893
211613,211613,BOLTON RD NW ,33.787745,-84.494617
211627,211627,PRYOR ST SE ,33.753346,-84.389407
211647,211647,AUBURN POINTE DR ,33.751284,-84.377654
211663,211663,CLIFTON ST SE ,33.746328,-84.331811
211666,211666,2ND AVE NE ,33.751331,-84.309678
211667,211667,HARLAN RD SW ,33.744373,-84.478936
211672,211672,N ROYAL ATLANTA DR ,33.859652,-84.198891
211673,211673,JW WILLIAMS SR LN ,33.705321,-84.167155
211683,211683,LAVISTA RD NE ,33.816716,-84.31628
211687,211687,DUNWOODY PL ,33.989445,-84.342049
211688,211688,OLD MILTON PKY ,34.071208,-84.295883
211691,211691,HOWELL MILL RD NW ,33.816555,-84.415637
211693,211693,STEPHENS ST SW ,33.734565,-84.405195
211694,211694,HUMPHRIES ST SW ,33.734565,-84.405282
211695,211695,HUMPHRIES ST ,33.736436,-84.404675
211697,211697,WALMART DR ,33.700544,-84.169239
211713,211713,EAST DEKALB HEALTH CENTER,33.73935,-84.123924
211714,211714,GEORGIA AVE ,33.736903,-84.387763
211723,211723,CLIFTON SPRINGS HEALTH CENTER,33.692696,-84.262943
211726,211726,DEPARTMENT OF REVENUE,33.643159,-84.52329
211727,211727,WINN WAY ,33.791718,-84.280945
211749,211749,KING HISTORIC DISTRICT,33.755506,-84.374961
211750,211750,DOBBS PLAZA,33.755565,-84.378785
211752,211752,WOODRUFF PARK,33.756022,-84.3882
211753,211753,PEACHTREE CENTER STATION,33.758064,-84.387532
211754,211754,CARNEGIE WAY ,33.759567,-84.389572
211755,211755,CENTENNIAL OLYMPIC PARK,33.759425,-84.391975
211756,211756,LUCKIE ST ,33.758058,-84.390306
211757,211757,PARK PLACE,33.755036,-84.388211
211758,211758,HURT PARK,33.754483,-84.385283
211759,211759,SWEET AUBURN MARKET,33.754407,-84.379845
211882,211882,DEKALB INDUSTRIAL WAY ,33.785147,-84.276283
211884,211884,PENELOPE ST NW ,33.753362,-84.455222
211887,211887,E WESLEY CHAPEL WAY ,33.711831,-84.215015
211905,211905,ALPHARETTA ST ,34.034954,-84.345114
211918,211918,MEADOWLANE DR SW ,33.694111,-84.497489
211919,211919,ABNER TER NW ,33.801285,-84.461893
211920,211920,KIPLING ST ,33.703662,-84.355448
211926,211926,HAMMOND DR ,33.918973,-84.348156
211929,211929,MARKET WAY ,34.020433,-84.321221
211935,211935,BOULDERVIEW DR ,33.7055,-84.311154
211936,211936,ROLLINGWOOD LN ,33.704104,-84.316162
211938,211938,BROWNLEE RD SW ,33.738145,-84.496032
211944,211944,ACADEMY ST ,34.075493,-84.294222
211955,211955,14TH ST NE ,33.786415,-84.379461
211958,211958,ORMOND ST SW ,33.731844,-84.390618
211960,211960,NORTHWEST DR ,33.801118,-84.487336
211978,211978,NEW PEACHTREE RD ,33.908815,-84.271707
211981,211981,PERIMETER CTR W ,33.926769,-84.33893
211985,211985,ROCKBRIDGE RD ,33.787126,-84.196355
211986,211986,RIVEREDGE PKY NW ,33.909389,-84.438815
211992,211992,JAMES JACKSON PKWY NW ,33.787698,-84.476704
211993,211993,EXECUTIVE PARK SOUTH NE ,33.828404,-84.340469
211995,211995,DAWSON BLVD NW ,33.903095,-84.239558
212002,212002,NORTH AVE NW ,33.77117,-84.39898
212004,212004,NORTHSIDE PKWY NW ,33.863821,-84.445009
212008,212008,S ATLANTA ST ,34.013949,-84.362997
212010,212010,JEFFERSON AVE ,33.685947,-84.420123
212013,212013,R N MARTIN ST ,33.679378,-84.437949
212026,212026,SKIPPER DR NW ,33.781456,-84.492157
212029,212029,PONCE DE LEON AVE NE ,33.772361,-84.383497
212030,212030,ALINE DR ,33.771946,-84.489092
212032,212032,N SHALLOWFORD RD ,33.917658,-84.303795
212036,212036,WINDWARD PKY ,34.088754,-84.256364
212040,212040,MERCER UNIVERSITY DR ,33.875298,-84.25346
212048,212048,DRYDEN RD ,34.086921,-84.257228
212050,212050,OLD MILTON PKWY ,34.070401,-84.290502
212057,212057,S ATLANTA HIGH SCHOOL,33.67006,-84.362056
212079,212079,FOREST PKY ,33.615028,-84.350346
212092,212092,RIVERDALE RD ,33.613802,-84.438093
212104,212104,GARDEN WALK BLVD ,33.596971,-84.427925
212116,212116,SR 85 ,33.590317,-84.409105
212128,212128,CHURCH ST ,33.560604,-84.416968
212137,212137,LAMAR HUTCHESON PKY ,33.560976,-84.410982
212139,212139,XPRESS - RIVERDALE PARK & RIDE,33.56835,-84.403322
212145,212145,UPPER RIVERDALE RD SW ,33.574181,-84.399195
212149,212149,UPPER RIVERDALE RD ,33.579114,-84.384394
212160,212160,TARA BLVD ,33.578796,-84.374219
212161,212161,MT ZION RD ,33.572952,-84.37043
212167,212167,MERCHANTS WAY ,33.573173,-84.34889
212168,212168,SOUTHLAKE MALL,33.573786,-84.350014
212193,212193,ANVIL BLOCK RD ,33.633875,-84.289575
212218,212218,LOU WALKER SENIOR CENTER,33.714072,-84.164453
212230,212230,BAKERS FERRY RD SW ,33.760298,-84.508453
212233,212233,FOREST PKWY ,33.620039,-84.381744
212235,212235,SOUTHAMPTON RD ,33.616208,-84.457132
212236,212236,CLAYTON COUNTY JUSTICE CENTER,33.506028,-84.360042
212237,212237,VALLEY HILL RD SW ,33.570337,-84.404116
212339,212339,PHOENIX BLVD ,33.6139,-84.447893
212381,212381,POINTE SOUTH PKY ,33.521767,-84.423317
212386,212386,FLINT RIVER RD SW ,33.518269,-84.407879
212392,212392,FLINT RIVER RD ,33.518023,-84.387144
212420,212420,SR 138 ,33.548923,-84.413354
212427,212427,SR 138 SE ,33.535185,-84.372078
212439,212439,AIRPORT INTERNATIONAL TERMINAL - ARRIVALS,33.640531,-84.417144
212457,212457,LOVEJOY RD ,33.441836,-84.340934
212458,212458,PANHANDLE RD ,33.445257,-84.342852
212460,212460,MCDONOUGH RD ,33.448938,-84.339496
212469,212469,BATTLE CREEK RD ,33.553206,-84.351182
212492,212492,CHARLES W GRANT PKWY ,33.640159,-84.391301
212493,212493,CHARLES W GRANT PKY ,33.640079,-84.390866
212497,212497,OLD DIXIE HWY ,33.640186,-84.390584
212503,212503,OLD DIXIIE HWY ,33.64724,-84.391318
212537,212537,CHURCH ST HOWARD ST,33.575415,-84.414566
212540,212540,OLD DIXIE RD ,33.621131,-84.383258
212564,212564,TALMADGE RD ,33.433464,-84.317016
212569,212569,HASTINGS BRIDGE RD ,33.43753,-84.314774
212604,212604,MT VERNON HWY NE ,33.924073,-84.379132
212606,212606,MT VERNON HWY NW ,33.919225,-84.391527
212626,212626,CLAYTON COUNTY LIBRARY SYSTEM HQ,33.554367,-84.363718
212628,212628,STONE RD SW ,33.67255,-84.500602
212676,212676,SR 42 ,33.644216,-84.325353
212677,212677,CONLEY RD ,33.642028,-84.351603
212697,212697,REX RD ,33.591553,-84.296897
212716,212716,MT ZION BLVD ,33.570783,-84.310247
212726,212726,CROWN RD SE ,33.65176,-84.393949
212751,212751,MT ZION PKWY ,33.562199,-84.320733
212754,212754,RICHARDSON PKWY ,33.568089,-84.314898
212774,212774,BOULDERCREST ,33.663964,-84.306497
212803,212803,HENRY THOMAS DR SE ,33.703698,-84.355752
212806,212806,STONEWALL DR SE ,33.691595,-84.356812
212829,212829,HARLAND RD SW ,33.751878,-84.482234
212830,212830,OLD DIXE HWY ,33.644681,-84.390414
212842,212842,POSTON RD ,33.504775,-84.353615
212846,212846,TARRAGON WAY SW ,33.74994,-84.520647
212848,212848,FAIRLANE DR NW ,33.766803,-84.504303
212850,212850,BAILEY ST SE ,33.687909,-84.347143
212852,212852,MAYNARD H JACKSON JR BLVD ,33.640974,-84.405023
212873,212873,TALLEY ST ,33.769594,-84.286079
212874,212874,SAMS ST ,33.771043,-84.282436
212876,212876,WEST PARK PL ,33.735991,-84.565001
212877,212877,N AVONDALE RD ,33.776299,-84.267154
212882,212882,SR 9 ,34.098568,-84.27126
212890,212890,CLAIRMONT RD ,33.803979,-84.310636
212894,212894,S WESTPARK DR ,33.734733,-84.562595
212902,212902,PARK AVE ,33.900584,-84.278378
212904,212904,COMMERCE DR ,33.777858,-84.295199
212913,212913,NATHAN RD ,33.75236,-84.501737
212915,212915,PEYTON PL ,33.75399,-84.476291
212934,212934,WESTVIEW PL SW ,33.748872,-84.434614
212935,212935,MIMS ST SW ,33.749667,-84.436366
212937,212937,TATNALL ST ,33.754507,-84.407248
212946,212946,DECATUR STATION - SWANTON WAY,33.77452,-84.298103
212953,212953,CARRIAGE LN ,33.59179,-84.481468
212954,212954,BRANNEN RD ,33.715473,-84.32342
212955,212955,CLARK HOWELL HWY ,33.626217,-84.409284
212962,212962,FLAGSTONE DR SE ,33.710343,-84.315434
212966,212966,CLIFTON CHURCH RD SE ,33.699787,-84.300888
212977,212977,E TRINITY PL ,33.772801,-84.295146
212990,212990,CARVER DR ,33.760046,-84.464996
212991,212991,VERBENA CIR ,33.758209,-84.466406
212993,212993,SEWANEE AVE ,33.757781,-84.465003
212994,212994,W HOWARD AVE ,33.766789,-84.306717
212998,212998,E LAKE RD ,33.766512,-84.312187
213007,213007,WILSON MILL RD SW ,33.744906,-84.517123
213008,213008,CORNELL BLVD SW ,33.75905,-84.516517
213010,213010,LYNHURST DR SW ,33.721866,-84.487933
213012,213012,HARBIN RD ,33.719043,-84.483819
213015,213015,N MAIN ST ,33.5287,-84.354513
213019,213019,LEE ST ,33.524222,-84.357091
213033,213033,HOLLYWOOD RD ,33.80727,-84.471499
213041,213041,WEBB RD ,34.097938,-84.263279
213044,213044,JACKSON ST ,33.75457,-84.374438
213048,213048,ESTES DR ,33.571791,-84.572253
213049,213049,N DRUID HILL RD ,33.819374,-84.313495
213054,213054,N HIGHLAND AVE NE ,33.773411,-84.352594
213067,213067,BROWNLEE RD NW ,33.756499,-84.49967
213073,213073,SPRING GROVE AVE ,33.803269,-84.415336
213084,213084,W WHITEHALL ST SW ,33.740244,-84.412342
213091,213091,BEECHER ST ,33.733651,-84.44757
213103,213103,CENTER ST ,33.518805,-84.66931
213106,213106,MT VERNON HWY ,33.916465,-84.397287
213108,213108,BRIARCLIFF RD ,33.848119,-84.255596
213110,213110,ARTS CENTER WAY ,33.789213,-84.386402
213115,213115,CALHOUN AVE ,33.672625,-84.425381
213118,213118,S PARK BLVD ,33.623334,-84.291209
213119,213119,FALCON DR ,33.624685,-84.397832
213124,213124,ALPHARETTA PKWY ,34.105573,-84.269596
213132,213132,LAKE MIRROR RD ,33.628266,-84.41187
213133,213133,DOLLAR MILL RD ,33.745962,-84.527964
213134,213134,FLINTSTONE DR ,33.849006,-84.194479
213135,213135,MOUNTAIN INDUSTRIAL BLVD ,33.857424,-84.191025
213136,213136,S ROYAL ATLANTA DR ,33.856319,-84.187685
213143,213143,GRANITE DR ,33.845357,-84.197075
